instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,Month,Weekday_Name,Season_Name,Weather_Condition,is_weekend,Day_Type
16924,2012-12-12,4,1,12,22,0,3,1,2,0.3,0.2879,0.52,0.2239,4,118,122,December,Wednesday,Winter,Mist or Cloudy,0,Weekday
16925,2012-12-12,4,1,12,23,0,3,1,2,0.28,0.2727,0.56,0.2239,3,76,79,December,Wednesday,Winter,Mist or Cloudy,0,Weekday
16926,2012-12-13,4,1,12,0,0,4,1,2,0.28,0.2727,0.52,0.2239,1,31,32,December,Thursday,Winter,Mist or Cloudy,0,Weekday
16927,2012-12-13,4,1,12,1,0,4,1,2,0.28,0.2576,0.52,0.2836,4,19,23,December,Thursday,Winter,Mist or Cloudy,0,Weekday
16928,2012-12-13,4,1,12,2,0,4,1,2,0.26,0.2424,0.56,0.2537,3,5,8,December,Thursday,Winter,Mist or Cloudy,0,Weekday
16929,2012-12-13,4,1,12,3,0,4,1,2,0.26,0.2424,0.56,0.2836,0,2,2,December,Thursday,Winter,Mist or Cloudy,0,Weekday
16930,2012-12-13,4,1,12,4,0,4,1,2,0.26,0.2576,0.56,0.194,0,8,8,December,Thursday,Winter,Mist or Cloudy,0,Weekday
16931,2012-12-13,4,1,12,5,0,4,1,2,0.26,0.2576,0.56,0.1642,2,31,33,December,Thursday,Winter,Mist or Cloudy,0,Weekday
16932,2012-12-13,4,1,12,6,0,4,1,1,0.26,0.2424,0.56,0.2537,2,112,114,December,Thursday,Winter,Clear or Partly Cloudy,0,Weekday
16933,2012-12-13,4,1,12,7,0,4,1,1,0.24,0.2273,0.6,0.2239,5,380,385,December,Thursday,Winter,Clear or Partly Cloudy,0,Weekday
16934,2012-12-13,4,1,12,8,0,4,1,1,0.24,0.2273,0.6,0.194,24,655,679,December,Thursday,Winter,Clear or Partly Cloudy,0,Weekday
16935,2012-12-13,4,1,12,9,0,4,1,1,0.28,0.2727,0.52,0.2537,25,300,325,December,Thursday,Winter,Clear or Partly Cloudy,0,Weekday
16936,2012-12-13,4,1,12,10,0,4,1,1,0.32,0.303,0.45,0.2836,28,139,167,December,Thursday,Winter,Clear or Partly Cloudy,0,Weekday
16937,2012-12-13,4,1,12,11,0,4,1,1,0.34,0.3182,0.42,0.2537,25,164,189,December,Thursday,Winter,Clear or Partly Cloudy,0,Weekday
16938,2012-12-13,4,1,12,12,0,4,1,1,0.36,0.3333,0.4,0.2537,30,252,282,December,Thursday,Winter,Clear or Partly Cloudy,0,Weekday
16939,2012-12-13,4,1,12,13,0,4,1,1,0.36,0.3485,0.34,0.194,41,230,271,December,Thursday,Winter,Clear or Partly Cloudy,0,Weekday
16940,2012-12-13,4,1,12,14,0,4,1,1,0.36,0.3485,0.34,0.1642,31,211,242,December,Thursday,Winter,Clear or Partly Cloudy,0,Weekday
16941,2012-12-13,4,1,12,15,0,4,1,1,0.36,0.3485,0.34,0.1343,40,240,280,December,Thursday,Winter,Clear or Partly Cloudy,0,Weekday
16942,2012-12-13,4,1,12,16,0,4,1,1,0.34,0.3485,0.39,0.1045,50,356,406,December,Thursday,Winter,Clear or Partly Cloudy,0,Weekday
16943,2012-12-13,4,1,12,17,0,4,1,1,0.32,0.3333,0.42,0.1045,43,507,550,December,Thursday,Winter,Clear or Partly Cloudy,0,Weekday
16944,2012-12-13,4,1,12,18,0,4,1,1,0.32,0.3333,0.42,0.1045,20,446,466,December,Thursday,Winter,Clear or Partly Cloudy,0,Weekday
16945,2012-12-13,4,1,12,19,0,4,1,1,0.3,0.303,0.45,0.1642,20,328,348,December,Thursday,Winter,Clear or Partly Cloudy,0,Weekday
16946,2012-12-13,4,1,12,20,0,4,1,1,0.3,0.3333,0.45,0.0,6,235,241,December,Thursday,Winter,Clear or Partly Cloudy,0,Weekday
16947,2012-12-13,4,1,12,21,0,4,1,1,0.28,0.3182,0.48,0.0,13,200,213,December,Thursday,Winter,Clear or Partly Cloudy,0,Weekday
16948,2012-12-13,4,1,12,22,0,4,1,1,0.26,0.2879,0.6,0.0896,7,141,148,December,Thursday,Winter,Clear or Partly Cloudy,0,Weekday
16949,2012-12-13,4,1,12,23,0,4,1,1,0.26,0.303,0.6,0.0,5,115,120,December,Thursday,Winter,Clear or Partly Cloudy,0,Weekday
16950,2012-12-14,4,1,12,0,0,5,1,1,0.22,0.2576,0.64,0.0896,4,43,47,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16951,2012-12-14,4,1,12,1,0,5,1,1,0.22,0.2576,0.69,0.0896,0,26,26,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16952,2012-12-14,4,1,12,2,0,5,1,1,0.22,0.2727,0.69,0.0,3,6,9,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16953,2012-12-14,4,1,12,3,0,5,1,1,0.2,0.2273,0.69,0.1045,0,12,12,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16954,2012-12-14,4,1,12,4,0,5,1,1,0.2,0.2273,0.75,0.0896,1,9,10,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16955,2012-12-14,4,1,12,5,0,5,1,1,0.2,0.2273,0.69,0.1045,0,34,34,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16956,2012-12-14,4,1,12,6,0,5,1,1,0.16,0.1818,0.8,0.1045,1,112,113,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16957,2012-12-14,4,1,12,7,0,5,1,1,0.2,0.2121,0.72,0.1045,3,305,308,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16958,2012-12-14,4,1,12,8,0,5,1,1,0.2,0.2273,0.69,0.0896,13,623,636,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16959,2012-12-14,4,1,12,9,0,5,1,1,0.24,0.2424,0.75,0.1343,13,330,343,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16960,2012-12-14,4,1,12,10,0,5,1,1,0.26,0.2576,0.81,0.194,28,162,190,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16961,2012-12-14,4,1,12,11,0,5,1,1,0.32,0.303,0.65,0.194,31,180,211,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16962,2012-12-14,4,1,12,12,0,5,1,1,0.36,0.3485,0.5,0.194,29,244,273,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16963,2012-12-14,4,1,12,13,0,5,1,1,0.36,0.3485,0.5,0.2239,39,274,313,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16964,2012-12-14,4,1,12,14,0,5,1,1,0.4,0.4091,0.43,0.194,48,251,299,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16965,2012-12-14,4,1,12,15,0,5,1,1,0.4,0.4091,0.47,0.1642,57,252,309,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16966,2012-12-14,4,1,12,16,0,5,1,1,0.38,0.3939,0.54,0.194,45,372,417,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16967,2012-12-14,4,1,12,17,0,5,1,1,0.34,0.3333,0.57,0.1642,40,582,622,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16968,2012-12-14,4,1,12,18,0,5,1,1,0.36,0.3485,0.46,0.1343,23,432,455,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16969,2012-12-14,4,1,12,19,0,5,1,1,0.34,0.3485,0.53,0.0896,17,302,319,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16970,2012-12-14,4,1,12,20,0,5,1,1,0.32,0.3333,0.61,0.1343,12,209,221,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16971,2012-12-14,4,1,12,21,0,5,1,1,0.3,0.303,0.75,0.1642,7,165,172,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16972,2012-12-14,4,1,12,22,0,5,1,1,0.28,0.2879,0.75,0.1045,4,134,138,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16973,2012-12-14,4,1,12,23,0,5,1,1,0.28,0.303,0.75,0.0896,11,123,134,December,Friday,Winter,Clear or Partly Cloudy,0,Weekday
16974,2012-12-15,4,1,12,0,0,6,0,1,0.3,0.3333,0.7,0.0,4,90,94,December,Saturday,Winter,Clear or Partly Cloudy,1,Weekend
16975,2012-12-15,4,1,12,1,0,6,0,2,0.26,0.2879,0.81,0.0896,9,86,95,December,Saturday,Winter,Mist or Cloudy,1,Weekend
16976,2012-12-15,4,1,12,2,0,6,0,1,0.26,0.303,0.81,0.0,6,63,69,December,Saturday,Winter,Clear or Partly Cloudy,1,Weekend
16977,2012-12-15,4,1,12,3,0,6,0,2,0.24,0.2879,0.81,0.0,5,18,23,December,Saturday,Winter,Mist or Cloudy,1,Weekend
16978,2012-12-15,4,1,12,4,0,6,0,2,0.24,0.2576,0.87,0.1045,1,5,6,December,Saturday,Winter,Mist or Cloudy,1,Weekend
16979,2012-12-15,4,1,12,5,0,6,0,2,0.26,0.303,0.75,0.0,0,3,3,December,Saturday,Winter,Mist or Cloudy,1,Weekend
16980,2012-12-15,4,1,12,6,0,6,0,2,0.24,0.2879,0.75,0.0,0,11,11,December,Saturday,Winter,Mist or Cloudy,1,Weekend
16981,2012-12-15,4,1,12,7,0,6,0,2,0.24,0.2576,0.75,0.0896,1,47,48,December,Saturday,Winter,Mist or Cloudy,1,Weekend
16982,2012-12-15,4,1,12,8,0,6,0,2,0.26,0.2879,0.75,0.0896,8,111,119,December,Saturday,Winter,Mist or Cloudy,1,Weekend
16983,2012-12-15,4,1,12,9,0,6,0,1,0.26,0.2727,0.75,0.1045,17,203,220,December,Saturday,Winter,Clear or Partly Cloudy,1,Weekend
16984,2012-12-15,4,1,12,10,0,6,0,1,0.32,0.3182,0.61,0.1642,23,250,273,December,Saturday,Winter,Clear or Partly Cloudy,1,Weekend
16985,2012-12-15,4,1,12,11,0,6,0,1,0.34,0.3485,0.61,0.0896,66,327,393,December,Saturday,Winter,Clear or Partly Cloudy,1,Weekend
16986,2012-12-15,4,1,12,12,0,6,0,1,0.38,0.3939,0.5,0.0896,89,364,453,December,Saturday,Winter,Clear or Partly Cloudy,1,Weekend
16987,2012-12-15,4,1,12,13,0,6,0,1,0.38,0.3939,0.54,0.2537,88,368,456,December,Saturday,Winter,Clear or Partly Cloudy,1,Weekend
16988,2012-12-15,4,1,12,14,0,6,0,1,0.4,0.4091,0.5,0.1642,92,334,426,December,Saturday,Winter,Clear or Partly Cloudy,1,Weekend
16989,2012-12-15,4,1,12,15,0,6,0,1,0.42,0.4242,0.47,0.0,95,352,447,December,Saturday,Winter,Clear or Partly Cloudy,1,Weekend
16990,2012-12-15,4,1,12,16,0,6,0,1,0.4,0.4091,0.5,0.1343,85,328,413,December,Saturday,Winter,Clear or Partly Cloudy,1,Weekend
16991,2012-12-15,4,1,12,17,0,6,0,1,0.4,0.4091,0.5,0.2239,35,274,309,December,Saturday,Winter,Clear or Partly Cloudy,1,Weekend
16992,2012-12-15,4,1,12,18,0,6,0,1,0.38,0.3939,0.58,0.1642,40,232,272,December,Saturday,Winter,Clear or Partly Cloudy,1,Weekend
16993,2012-12-15,4,1,12,19,0,6,0,1,0.36,0.3485,0.62,0.1343,32,225,257,December,Saturday,Winter,Clear or Partly Cloudy,1,Weekend
16994,2012-12-15,4,1,12,20,0,6,0,2,0.36,0.3485,0.57,0.194,23,178,201,December,Saturday,Winter,Mist or Cloudy,1,Weekend
16995,2012-12-15,4,1,12,21,0,6,0,1,0.36,0.3485,0.62,0.1343,15,169,184,December,Saturday,Winter,Clear or Partly Cloudy,1,Weekend
16996,2012-12-15,4,1,12,22,0,6,0,1,0.36,0.3485,0.62,0.194,22,134,156,December,Saturday,Winter,Clear or Partly Cloudy,1,Weekend
16997,2012-12-15,4,1,12,23,0,6,0,2,0.36,0.3485,0.62,0.1343,11,108,119,December,Saturday,Winter,Mist or Cloudy,1,Weekend
16998,2012-12-16,4,1,12,0,0,0,0,2,0.36,0.3788,0.62,0.0,8,102,110,December,Sunday,Winter,Mist or Cloudy,1,Weekend
16999,2012-12-16,4,1,12,1,0,0,0,3,0.34,0.3485,0.76,0.1045,14,82,96,December,Sunday,Winter,Light Snow or Light Rain,1,Weekend
17000,2012-12-16,4,1,12,2,0,0,0,2,0.34,0.3485,0.87,0.0896,8,79,87,December,Sunday,Winter,Mist or Cloudy,1,Weekend
17001,2012-12-16,4,1,12,3,0,0,0,2,0.34,0.3333,0.87,0.194,1,37,38,December,Sunday,Winter,Mist or Cloudy,1,Weekend
17002,2012-12-16,4,1,12,4,0,0,0,2,0.34,0.3636,0.87,0.0,1,10,11,December,Sunday,Winter,Mist or Cloudy,1,Weekend
17003,2012-12-16,4,1,12,5,0,0,0,2,0.34,0.3636,0.87,0.0,0,9,9,December,Sunday,Winter,Mist or Cloudy,1,Weekend
17004,2012-12-16,4,1,12,6,0,0,0,2,0.34,0.3636,0.87,0.0,0,6,6,December,Sunday,Winter,Mist or Cloudy,1,Weekend
17005,2012-12-16,4,1,12,7,0,0,0,2,0.34,0.3485,0.87,0.0896,5,22,27,December,Sunday,Winter,Mist or Cloudy,1,Weekend
17006,2012-12-16,4,1,12,8,0,0,0,2,0.36,0.3485,0.87,0.1343,12,76,88,December,Sunday,Winter,Mist or Cloudy,1,Weekend
17007,2012-12-16,4,1,12,9,0,0,0,2,0.36,0.3485,0.87,0.1343,19,113,132,December,Sunday,Winter,Mist or Cloudy,1,Weekend
17008,2012-12-16,4,1,12,10,0,0,0,2,0.36,0.3485,0.87,0.1343,42,215,257,December,Sunday,Winter,Mist or Cloudy,1,Weekend
17009,2012-12-16,4,1,12,11,0,0,0,2,0.36,0.3485,0.87,0.1343,47,248,295,December,Sunday,Winter,Mist or Cloudy,1,Weekend
17010,2012-12-16,4,1,12,12,0,0,0,2,0.38,0.3939,0.82,0.194,67,350,417,December,Sunday,Winter,Mist or Cloudy,1,Weekend
17011,2012-12-16,4,1,12,13,0,0,0,2,0.38,0.3939,0.76,0.194,67,289,356,December,Sunday,Winter,Mist or Cloudy,1,Weekend
17012,2012-12-16,4,1,12,14,0,0,0,2,0.38,0.3939,0.76,0.1343,50,260,310,December,Sunday,Winter,Mist or Cloudy,1,Weekend
17013,2012-12-16,4,1,12,15,0,0,0,2,0.38,0.3939,0.82,0.1045,46,292,338,December,Sunday,Winter,Mist or Cloudy,1,Weekend
17014,2012-12-16,4,1,12,16,0,0,0,2,0.38,0.3939,0.82,0.1045,66,334,400,December,Sunday,Winter,Mist or Cloudy,1,Weekend
17015,2012-12-16,4,1,12,17,0,0,0,2,0.38,0.3939,0.82,0.1045,29,214,243,December,Sunday,Winter,Mist or Cloudy,1,Weekend
17016,2012-12-16,4,1,12,18,0,0,0,3,0.38,0.3939,0.82,0.1045,8,99,107,December,Sunday,Winter,Light Snow or Light Rain,1,Weekend
17017,2012-12-16,4,1,12,19,0,0,0,1,0.36,0.3485,0.93,0.1343,10,99,109,December,Sunday,Winter,Clear or Partly Cloudy,1,Weekend
17018,2012-12-16,4,1,12,20,0,0,0,2,0.38,0.3939,0.82,0.0,14,108,122,December,Sunday,Winter,Mist or Cloudy,1,Weekend
17019,2012-12-16,4,1,12,21,0,0,0,2,0.36,0.3788,0.93,0.0,14,92,106,December,Sunday,Winter,Mist or Cloudy,1,Weekend
17020,2012-12-16,4,1,12,22,0,0,0,2,0.4,0.4091,0.82,0.194,6,83,89,December,Sunday,Winter,Mist or Cloudy,1,Weekend
17021,2012-12-16,4,1,12,23,0,0,0,2,0.36,0.3485,0.93,0.1343,4,29,33,December,Sunday,Winter,Mist or Cloudy,1,Weekend
17022,2012-12-17,4,1,12,0,0,1,1,2,0.38,0.3939,0.87,0.0,2,26,28,December,Monday,Winter,Mist or Cloudy,0,Weekday
17023,2012-12-17,4,1,12,1,0,1,1,2,0.38,0.3939,0.87,0.1045,1,14,15,December,Monday,Winter,Mist or Cloudy,0,Weekday
17024,2012-12-17,4,1,12,2,0,1,1,2,0.38,0.3939,0.94,0.0,1,4,5,December,Monday,Winter,Mist or Cloudy,0,Weekday
17025,2012-12-17,4,1,12,3,0,1,1,2,0.36,0.3788,0.93,0.0,0,3,3,December,Monday,Winter,Mist or Cloudy,0,Weekday
17026,2012-12-17,4,1,12,4,0,1,1,3,0.36,0.3788,1.0,0.0,2,3,5,December,Monday,Winter,Light Snow or Light Rain,0,Weekday
17027,2012-12-17,4,1,12,5,0,1,1,2,0.38,0.3939,0.87,0.0,0,24,24,December,Monday,Winter,Mist or Cloudy,0,Weekday
17028,2012-12-17,4,1,12,6,0,1,1,2,0.36,0.3485,0.93,0.1343,1,107,108,December,Monday,Winter,Mist or Cloudy,0,Weekday
17029,2012-12-17,4,1,12,7,0,1,1,2,0.36,0.3485,0.93,0.1343,5,314,319,December,Monday,Winter,Mist or Cloudy,0,Weekday
17030,2012-12-17,4,1,12,8,0,1,1,2,0.38,0.3939,0.87,0.1045,10,582,592,December,Monday,Winter,Mist or Cloudy,0,Weekday
17031,2012-12-17,4,1,12,9,0,1,1,2,0.4,0.4091,0.87,0.0,11,271,282,December,Monday,Winter,Mist or Cloudy,0,Weekday
17032,2012-12-17,4,1,12,10,0,1,1,2,0.38,0.3939,0.87,0.0896,15,120,135,December,Monday,Winter,Mist or Cloudy,0,Weekday
17033,2012-12-17,4,1,12,11,0,1,1,2,0.4,0.4091,0.87,0.0896,22,148,170,December,Monday,Winter,Mist or Cloudy,0,Weekday
17034,2012-12-17,4,1,12,12,0,1,1,2,0.4,0.4091,0.87,0.0,21,211,232,December,Monday,Winter,Mist or Cloudy,0,Weekday
17035,2012-12-17,4,1,12,13,0,1,1,2,0.4,0.4091,0.87,0.1343,16,194,210,December,Monday,Winter,Mist or Cloudy,0,Weekday
17036,2012-12-17,4,1,12,14,0,1,1,2,0.4,0.4091,0.87,0.0896,12,169,181,December,Monday,Winter,Mist or Cloudy,0,Weekday
17037,2012-12-17,4,1,12,15,0,1,1,2,0.42,0.4242,0.88,0.0,15,196,211,December,Monday,Winter,Mist or Cloudy,0,Weekday
17038,2012-12-17,4,1,12,16,0,1,1,3,0.4,0.4091,0.94,0.2537,15,287,302,December,Monday,Winter,Light Snow or Light Rain,0,Weekday
17039,2012-12-17,4,1,12,17,0,1,1,2,0.4,0.4091,0.94,0.2537,17,478,495,December,Monday,Winter,Mist or Cloudy,0,Weekday
17040,2012-12-17,4,1,12,18,0,1,1,2,0.4,0.4091,0.94,0.0896,14,493,507,December,Monday,Winter,Mist or Cloudy,0,Weekday
17041,2012-12-17,4,1,12,19,0,1,1,2,0.42,0.4242,0.88,0.1343,7,333,340,December,Monday,Winter,Mist or Cloudy,0,Weekday
17042,2012-12-17,4,1,12,20,0,1,1,2,0.42,0.4242,0.94,0.2537,8,192,200,December,Monday,Winter,Mist or Cloudy,0,Weekday
17043,2012-12-17,4,1,12,21,0,1,1,2,0.42,0.4242,0.94,0.1343,6,114,120,December,Monday,Winter,Mist or Cloudy,0,Weekday
17044,2012-12-17,4,1,12,22,0,1,1,2,0.42,0.4242,0.94,0.1343,5,49,54,December,Monday,Winter,Mist or Cloudy,0,Weekday
17045,2012-12-17,4,1,12,23,0,1,1,3,0.42,0.4242,0.94,0.2239,6,41,47,December,Monday,Winter,Light Snow or Light Rain,0,Weekday
17046,2012-12-18,4,1,12,0,0,2,1,2,0.44,0.4394,0.94,0.1343,0,18,18,December,Tuesday,Winter,Mist or Cloudy,0,Weekday
17047,2012-12-18,4,1,12,1,0,2,1,2,0.44,0.4394,0.94,0.1343,0,15,15,December,Tuesday,Winter,Mist or Cloudy,0,Weekday
17048,2012-12-18,4,1,12,2,0,2,1,2,0.44,0.4394,0.88,0.2239,2,5,7,December,Tuesday,Winter,Mist or Cloudy,0,Weekday
17049,2012-12-18,4,1,12,3,0,2,1,1,0.42,0.4242,0.88,0.194,0,5,5,December,Tuesday,Winter,Clear or Partly Cloudy,0,Weekday
17050,2012-12-18,4,1,12,4,0,2,1,1,0.42,0.4242,0.82,0.1642,3,5,8,December,Tuesday,Winter,Clear or Partly Cloudy,0,Weekday
17051,2012-12-18,4,1,12,5,0,2,1,1,0.38,0.3939,0.87,0.0896,0,36,36,December,Tuesday,Winter,Clear or Partly Cloudy,0,Weekday
17052,2012-12-18,4,1,12,6,0,2,1,1,0.36,0.3485,0.93,0.1642,1,117,118,December,Tuesday,Winter,Clear or Partly Cloudy,0,Weekday
17053,2012-12-18,4,1,12,7,0,2,1,1,0.36,0.3485,0.93,0.1343,4,351,355,December,Tuesday,Winter,Clear or Partly Cloudy,0,Weekday
17054,2012-12-18,4,1,12,8,0,2,1,1,0.38,0.3939,0.94,0.0,10,652,662,December,Tuesday,Winter,Clear or Partly Cloudy,0,Weekday
17055,2012-12-18,4,1,12,9,0,2,1,1,0.4,0.4091,0.87,0.0896,19,307,326,December,Tuesday,Winter,Clear or Partly Cloudy,0,Weekday
17056,2012-12-18,4,1,12,10,0,2,1,1,0.44,0.4394,0.77,0.0896,22,162,184,December,Tuesday,Winter,Clear or Partly Cloudy,0,Weekday
17057,2012-12-18,4,1,12,11,0,2,1,1,0.48,0.4697,0.63,0.2239,58,211,269,December,Tuesday,Winter,Clear or Partly Cloudy,0,Weekday
17058,2012-12-18,4,1,12,12,0,2,1,3,0.48,0.4697,0.48,0.2537,49,264,313,December,Tuesday,Winter,Light Snow or Light Rain,0,Weekday
17059,2012-12-18,4,1,12,13,0,2,1,1,0.5,0.4848,0.42,0.2836,51,235,286,December,Tuesday,Winter,Clear or Partly Cloudy,0,Weekday
17060,2012-12-18,4,1,12,14,0,2,1,1,0.46,0.4545,0.47,0.4478,56,191,247,December,Tuesday,Winter,Clear or Partly Cloudy,0,Weekday
17061,2012-12-18,4,1,12,15,0,2,1,1,0.46,0.4545,0.44,0.4925,28,218,246,December,Tuesday,Winter,Clear or Partly Cloudy,0,Weekday
17062,2012-12-18,4,1,12,16,0,2,1,1,0.44,0.4394,0.41,0.4627,40,323,363,December,Tuesday,Winter,Clear or Partly Cloudy,0,Weekday
17063,2012-12-18,4,1,12,17,0,2,1,1,0.4,0.4091,0.47,0.4478,39,533,572,December,Tuesday,Winter,Clear or Partly Cloudy,0,Weekday
17064,2012-12-18,4,1,12,18,0,2,1,1,0.38,0.3939,0.46,0.3284,13,512,525,December,Tuesday,Winter,Clear or Partly Cloudy,0,Weekday
17065,2012-12-18,4,1,12,19,0,2,1,1,0.38,0.3939,0.46,0.3881,19,334,353,December,Tuesday,Winter,Clear or Partly Cloudy,0,Weekday
17066,2012-12-18,4,1,12,20,0,2,1,1,0.36,0.3333,0.5,0.2537,4,264,268,December,Tuesday,Winter,Clear or Partly Cloudy,0,Weekday
17067,2012-12-18,4,1,12,21,0,2,1,1,0.36,0.3485,0.5,0.2239,9,159,168,December,Tuesday,Winter,Clear or Partly Cloudy,0,Weekday
17068,2012-12-18,4,1,12,22,0,2,1,1,0.34,0.3333,0.49,0.0,5,127,132,December,Tuesday,Winter,Clear or Partly Cloudy,0,Weekday
17069,2012-12-18,4,1,12,23,0,2,1,1,0.34,0.3485,0.49,0.0896,1,80,81,December,Tuesday,Winter,Clear or Partly Cloudy,0,Weekday
17070,2012-12-19,4,1,12,0,0,3,1,1,0.3,0.3182,0.61,0.0,6,35,41,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17071,2012-12-19,4,1,12,1,0,3,1,1,0.3,0.3182,0.65,0.0896,1,14,15,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17072,2012-12-19,4,1,12,2,0,3,1,1,0.28,0.303,0.65,0.0896,1,2,3,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17073,2012-12-19,4,1,12,3,0,3,1,1,0.26,0.2727,0.75,0.1343,0,5,5,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17074,2012-12-19,4,1,12,4,0,3,1,1,0.24,0.2424,0.75,0.1343,1,6,7,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17075,2012-12-19,4,1,12,5,0,3,1,1,0.26,0.2879,0.75,0.0896,2,29,31,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17076,2012-12-19,4,1,12,6,0,3,1,1,0.24,0.2576,0.75,0.0896,3,109,112,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17077,2012-12-19,4,1,12,7,0,3,1,1,0.26,0.2727,0.75,0.1343,3,360,363,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17078,2012-12-19,4,1,12,8,0,3,1,1,0.24,0.2576,0.87,0.1045,13,665,678,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17079,2012-12-19,4,1,12,9,0,3,1,1,0.28,0.2879,0.75,0.1045,8,309,317,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17080,2012-12-19,4,1,12,10,0,3,1,1,0.32,0.3333,0.7,0.1045,17,147,164,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17081,2012-12-19,4,1,12,11,0,3,1,1,0.4,0.4091,0.54,0.2239,31,169,200,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17082,2012-12-19,4,1,12,12,0,3,1,1,0.4,0.4091,0.54,0.2836,33,203,236,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17083,2012-12-19,4,1,12,13,0,3,1,1,0.42,0.4242,0.5,0.194,30,183,213,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17084,2012-12-19,4,1,12,14,0,3,1,1,0.42,0.4242,0.5,0.194,33,185,218,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17085,2012-12-19,4,1,12,15,0,3,1,1,0.42,0.4242,0.5,0.2836,28,209,237,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17086,2012-12-19,4,1,12,16,0,3,1,1,0.42,0.4242,0.5,0.3582,37,297,334,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17087,2012-12-19,4,1,12,17,0,3,1,1,0.4,0.4091,0.5,0.3881,26,536,562,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17088,2012-12-19,4,1,12,18,0,3,1,1,0.38,0.3939,0.5,0.3582,23,546,569,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17089,2012-12-19,4,1,12,19,0,3,1,1,0.38,0.3939,0.5,0.3881,7,329,336,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17090,2012-12-19,4,1,12,20,0,3,1,1,0.36,0.3485,0.57,0.2239,10,231,241,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17091,2012-12-19,4,1,12,21,0,3,1,1,0.34,0.3182,0.61,0.2239,4,164,168,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17092,2012-12-19,4,1,12,22,0,3,1,1,0.34,0.3485,0.61,0.0896,12,117,129,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17093,2012-12-19,4,1,12,23,0,3,1,1,0.32,0.3333,0.66,0.1343,4,84,88,December,Wednesday,Winter,Clear or Partly Cloudy,0,Weekday
17094,2012-12-20,4,1,12,0,0,4,1,1,0.32,0.3333,0.61,0.1343,2,40,42,December,Thursday,Winter,Clear or Partly Cloudy,0,Weekday
17095,2012-12-20,4,1,12,1,0,4,1,1,0.32,0.3485,0.66,0.0,1,19,20,December,Thursday,Winter,Clear or Partly Cloudy,0,Weekday
17096,2012-12-20,4,1,12,2,0,4,1,1,0.32,0.3485,0.66,0.0,2,6,8,December,Thursday,Winter,Clear or Partly Cloudy,0,Weekday
17097,2012-12-20,4,1,12,3,0,4,1,2,0.3,0.3182,0.7,0.0896,1,3,4,December,Thursday,Winter,Mist or Cloudy,0,Weekday
